iter	Passed	Remaining
346	41390	1151413
347	41485	1150637
348	41587	1150026
349	41695	1149605
350	41791	1148846
351	41892	1148246
352	41985	1147404
353	42087	1146822
354	42197	1146467
355	42306	1146077
356	42406	1145452
357	42448	1143264
358	42554	1142803
359	42666	1142502
360	42759	1141717
361	42872	1141447
362	42968	1140738
363	43064	1140017
364	43161	1139345
365	43265	1138864
366	43366	1138282
367	43467	1137703
368	43568	1137141
369	43677	1136803
370	43772	1136078
371	43868	1135385
372	43961	1134624
373	44043	1133595
374	44155	1133313
375	44250	1132612
376	44326	1131436
377	44435	1131101
378	44518	1130104
379	44601	1129125
380	44701	1128561
381	44802	1128044
382	44900	1127440
383	44997	1126813
384	45097	1126260
385	45193	1125633
386	45300	1125254
387	45397	1124630
388	45487	1123855
389	45593	1123467
390	45694	1122961
391	45803	1122653
392	45908	1122254
393	46007	1121687
394	46106	1121143
395	46197	1120401
396	46282	1119520
397	46370	1118715
398	46463	1118045
399	46549	1117194
400	46647	1116625
401	46723	1115557
402	46814	1114830
403	46900	1113998
404	46987	1113199
405	47068	1112254
406	47161	1111596
407	47261	1111102
408	47344	1110226
409	47433	1109487
410	47523	1108763
411	47617	1108151
412	47698	1107239
413	47798	1106763
414	47891	1106127
415	47986	1105523
416	48079	1104904
417	48161	1104018
418	48252	1103361
419	48331	1102427
420	48421	1101736
421	48509	1101005
422	48596	1100266
423	48669	1099194
424	48762	1098593
425	48857	1098041
426	48936	1097121
427	49012	1096146
428	49091	1095224
429	49178	1094500
430	49259	1093654
431	49352	1093057
432	49427	1092081
433	49519	1091488
434	49607	1090785
435	49692	1090043
436	49786	1089481
437	49867	1088653
438	49946	1087797
439	50041	1087259
440	50125	1086513
441	50213	1085845
442	50288	1084896
443	50386	1084435
444	50480	1083903
445	50568	1083249
446	50653	1082531
447	50738	1081808
448	50895	1082632
449	50994	1082213
450	51083	1081596
451	51169	1080890
452	51260	1080316
453	51347	1079651
454	51429	1078881
455	51514	1078195
456	51600	1077504
457	51685	1076813
458	51776	1076249
459	51864	1075614
460	51955	1075068
461	52042	1074418
462	52127	1073745
463	52209	1072998
464	52296	1072350
465	52383	1071720
466	52467	1071039
467	52564	1070606
468	52715	1071288
469	52795	1070518
470	52907	1070389
471	53014	1070175
472	53123	1069988
473	53238	1069935
474	53334	1069493
475	53708	1074611
476	53916	1076412
477	54273	1081152
478	54828	1089825
479	55165	1094120
480	55536	1099071
481	55898	1103829
482	56149	1106358
483	56399	1108873
484	56658	1111558
485	56966	1115175
486	57269	1118696
487	57472	1120236
488	57812	1124451
489	58143	1128454
490	58284	1128777
491	58412	1128830
492	58556	1129207
493	58702	1129614
494	58829	1129648
495	58968	1129907
496	59110	1130237
497	59254	1130601
498	59388	1130760
499	59521	1130901
500	59634	1130669
501	59782	1131113
502	59952	1131937
503	60052	1131464
504	60180	1131511
505	60305	1131511
506	60420	1131302
507	60665	1133542
508	60780	1133338
509	60911	1133438
510	61017	1133070
511	61153	1133259
512	61333	1134253
513	61502	1135049
514	61609	1134691
515	61744	1134846
516	61948	1136285
517	62067	1136148
518	62217	1136585
519	62440	1138338
520	62651	1139865
521	62826	1140751
522	63152	1144347
523	63417	1146838
524	63659	1148907
525	63832	1149704
526	63981	1150089
527	64159	1150978
528	64269	1150663
529	64463	1151826
530	64719	1154096
531	64948	1155880
532	65149	1157159
533	65413	1159565
534	65646	1161395
535	65854	1162765
536	65972	1162567
537	66076	1162107
538	66200	1162017
539	66314	1161723
540	66433	1161548
541	66609	1162342
542	66788	1163201
543	66976	1164208
544	67102	1164127
545	67231	1164106
546	67370	1164260
547	67510	1164424
548	67625	1164176
549	67731	1163758
550	67834	1163290
551	67951	1163049
552	68119	1163695
553	68442	1166980
554	68573	1166988
555	68710	1167089
556	68840	1167072
557	68977	1167170
558	69093	1166931
559	69221	1166885
560	69353	1166900
561	69485	1166917
562	69588	1166436
563	69689	1165942
564	69802	1165645
565	69918	1165387
566	70086	1166013
567	70228	1166184
568	70335	1165793
569	70435	1165277
570	70547	1164964
571	70653	1164548
572	70896	1166390
573	71027	1166382
574	71193	1166947
575	71306	1166651
576	71419	1166345
577	71518	1165832
578	71629	1165491
579	71878	1167398
580	72079	1168524
581	72197	1168313
582	72332	1168360
583	72496	1168883
584	72649	1169218
585	72774	1169117
586	72912	1169203
587	73070	1169630
588	73184	1169342
589	73304	1169150
590	73443	1169258
591	73736	1171813
592	74036	1174465
593	74188	1174778
594	74323	1174807
595	74453	1174771
596	74565	1174431
597	74670	1174001
598	74781	1173657
599	74905	1173514
600	75016	1173185
601	75128	1172846
602	75266	1172941
603	75402	1172984
604	75530	1172901
605	75666	1172955
606	75791	1172832
607	75908	1172586
608	76060	1172883
609	76175	1172602
610	76303	1172533
611	76420	1172277
612	76540	1172075
613	76653	1171782
614	76761	1171387
615	76888	1171301
616	77008	1171106
617	77114	1170694
618	77242	1170618
619	77356	1170326
620	77478	1170169
621	77608	1170118
622	77728	1169922
623	77847	1169713
624	77958	1169377
625	78071	1169080
626	78175	1168648
627	78276	1168162
628	78359	1167422
629	78453	1166840
630	78556	1166399
631	78651	1165827
632	78746	1165268
633	78856	1164938
634	78953	1164415
635	79060	1164028
