iter	MultiClass
199	0.7381466522
200	0.7374338888
201	0.7368258279
202	0.7362927179
203	0.7356147154
204	0.7350437276
205	0.7344679132
206	0.7338412721
207	0.7331867747
208	0.732700809
209	0.7321985362
210	0.7316768763
211	0.7311132608
212	0.7310075571
213	0.7305349892
214	0.7300313772
215	0.7295886333
216	0.7290446131
217	0.7285745926
218	0.728130626
219	0.7277038091
220	0.7270698275
221	0.7264787042
222	0.7259560963
223	0.7255842833
224	0.7251237129
225	0.7247775811
226	0.7242779663
227	0.7239417667
228	0.7234369501
229	0.7229758655
230	0.722486604
231	0.7221787053
232	0.7217235071
233	0.7212660199
234	0.7208310297
235	0.7204168436
236	0.7199060571
237	0.7194434735
238	0.7190688272
239	0.7186389396
240	0.7184466066
241	0.7179974656
242	0.7179534546
243	0.7174755635
244	0.7170428674
245	0.7166035621
246	0.7161737617
247	0.7159251287
248	0.7155710948
249	0.7151528398
250	0.7147088125
251	0.7143681017
252	0.7140609447
253	0.7135699267
254	0.7135348555
255	0.7131301775
256	0.7127898861
257	0.7126222833
258	0.7125675723
259	0.7121022634
260	0.7117285742
261	0.7113682449
262	0.7109424324
263	0.7106300009
264	0.7102341258
265	0.7098050098
266	0.7096745978
267	0.7092559291
268	0.7090148812
269	0.7087107795
270	0.708303724
271	0.7080250771
272	0.7075446254
273	0.707343271
274	0.7071110231
275	0.7068174772
276	0.7065308383
277	0.7061065339
278	0.7058380295
279	0.7055039354
280	0.7051858369
281	0.704939829
282	0.7046370831
283	0.7042419176
284	0.7040199823
285	0.7037850632
286	0.7033957899
287	0.7029388194
288	0.7028483751
289	0.7024959984
290	0.7022487101
291	0.7018294251
292	0.7016165713
293	0.7014306494
294	0.7010862216
295	0.7006996836
296	0.7003086168
297	0.700082158
298	0.6998511719
299	0.6995758168
300	0.6993122848
301	0.698965201
302	0.6986500999
303	0.6981808763
304	0.697839247
305	0.6975005765
306	0.6972203599
307	0.6969815246
308	0.6967882255
309	0.6964752987
310	0.6961453586
311	0.6958799278
312	0.6955887505
313	0.6952906216
314	0.6949657865
315	0.6947708407
316	0.6945204055
317	0.6942425977
318	0.6938940135
319	0.6935689785
320	0.6932009252
321	0.6930986065
322	0.6929120852
323	0.6927083742
324	0.6925765737
325	0.6923001905
326	0.6920903038
327	0.6918114888
328	0.6918030194
329	0.6915181814
330	0.6912687648
331	0.6909489158
332	0.6908110749
333	0.6906015185
334	0.6904574476
335	0.690393772
336	0.6902569192
337	0.6899697267
338	0.6896936742
339	0.6893935572
340	0.689225468
341	0.6890203918
342	0.6887547022
343	0.6884823475
344	0.6882908802
345	0.6880939353
346	0.6878920064
347	0.6877638468
348	0.6875684701
349	0.6874412941
350	0.687306087
351	0.6870771337
352	0.6868123874
353	0.6867071355
354	0.6864363668
355	0.6863219012
356	0.68600607
357	0.6857807313
358	0.6854212832
359	0.6853347396
360	0.6850482755
361	0.6846630682
362	0.6845185462
363	0.6841755545
364	0.6839910546
365	0.6839869321
366	0.6837101594
367	0.6835431898
368	0.6834265311
369	0.6832603104
370	0.6830600068
371	0.6830559314
372	0.6827987359
373	0.6827952134
374	0.6824334832
375	0.6822823822
376	0.6821125381
377	0.681920861
378	0.6816629179
379	0.6812730728
380	0.6811142133
381	0.6809288551
382	0.6807198071
383	0.6806872562
384	0.6802129537
385	0.6798621664
386	0.679692613
387	0.6793433491
388	0.6790577586
389	0.6788272878
390	0.678669422
391	0.6784712182
392	0.6780121279
393	0.6778624257
394	0.677629597
395	0.6774125218
396	0.6773072955
397	0.6770973819
398	0.6769226436
399	0.6768094796
400	0.676645446
401	0.6766422342
402	0.6763641078
403	0.6762443998
404	0.6758990328
405	0.6757584557
406	0.6755477576
407	0.6751738343
408	0.6750335573
409	0.6748778095
410	0.6746358638
411	0.6743696598
412	0.6742382694
413	0.6740657387
414	0.6738350325
415	0.6736916495
416	0.6735611663
417	0.6733864784
418	0.6731684679
419	0.6730616738
420	0.6727321159
421	0.6727307394
422	0.6725952388
423	0.6721655275
424	0.6720179043
425	0.671901075
426	0.671735623
427	0.6715619564
428	0.6714621365
429	0.6712568529
430	0.6710628145
431	0.6707369171
432	0.6705117994
433	0.6701331182
434	0.6698290828
435	0.6694650492
436	0.669214327
437	0.6689951826
438	0.6687915264
439	0.6685231182
440	0.6684528374
441	0.6681932154
442	0.6681911594
443	0.6678306123
444	0.6677543271
445	0.6676385951
446	0.6674544479
447	0.6673473139
448	0.6671857002
449	0.6668772483
450	0.6667080247
451	0.6665297656
452	0.6663875033
453	0.6663349486
454	0.666201166
455	0.6660013307
456	0.6659378007
457	0.6658497471
458	0.6656873202
459	0.6654268584
460	0.665305003
461	0.6649248567
462	0.66479523
463	0.664679136
464	0.6644292901
465	0.6641964235
466	0.664095559
467	0.6640279628
468	0.6638684229
469	0.6637950065
470	0.6634716564
471	0.6633207383
472	0.6631499371
473	0.6629749388
474	0.6628176113
475	0.6626345859
476	0.6624279259
477	0.6621819307
478	0.6619602442
479	0.6618630666
480	0.6616262119
481	0.661402177
482	0.6612895643
483	0.6612337122
484	0.6611338002
485	0.6611196686
486	0.6609280102
487	0.6608257494
488	0.6606264419
489	0.6603671091
490	0.6602492362
491	0.6599237133
492	0.6598687724
493	0.659581876
494	0.6594670523
495	0.6593478161
496	0.6590041574
497	0.6589209727
498	0.6586623315
499	0.658499544
500	0.6583777593
501	0.6581882773
502	0.6579364699
503	0.6578437405
504	0.6577625666
505	0.6577069053
506	0.657704427
507	0.6573690957
508	0.6571476545
509	0.6569344846
510	0.6565236817
511	0.6563158548
512	0.656143867
513	0.6560253011
514	0.6557801482
515	0.655588957
516	0.6553828376
517	0.6552381038
518	0.6551070461
519	0.654835772
520	0.6547146505
521	0.654710194
522	0.6543136975
523	0.6541630104
524	0.6540142774
525	0.6537952431
526	0.6536026847
527	0.6532919576
528	0.6529406863
529	0.6527886955
530	0.6523876203
531	0.6523335958
532	0.6522044486
533	0.6520869212
534	0.6519841807
535	0.6518001853
536	0.6515799067
537	0.6514080114
538	0.6510200502
539	0.6507233618
540	0.6504668464
541	0.6502663394
542	0.6500316688
543	0.6497617572
544	0.6494788847
545	0.6493311613
546	0.6490311344
547	0.6489235317
548	0.64882856
549	0.6486752883
550	0.6485165942
551	0.6483570738
552	0.6482964391
553	0.6479777602
554	0.6474375364
555	0.6472214795
556	0.6471063021
557	0.6468822394
558	0.6467548225
559	0.6465738817
560	0.6462057565
561	0.6460037804
562	0.6457037713
563	0.6454792491
564	0.6452838971
565	0.6451333897
566	0.6450634197
567	0.6449334686
568	0.6447884575
569	0.6447311486
570	0.6445945351
571	0.6444505365
572	0.6442568383
573	0.6440134021
574	0.6436664559
575	0.6434382201
576	0.6432097349
577	0.6429096508
578	0.6426843572
579	0.6425448265
580	0.6424363092
581	0.6423270481
582	0.642194396
583	0.6418451164
584	0.6415929337
585	0.6413249839
586	0.6412289947
587	0.64112348
588	0.6408449181
589	0.6407362793
590	0.6404104071
591	0.6401205767
592	0.6399393059
593	0.6397022574
594	0.63943828
595	0.6393229357
596	0.6389919325
597	0.6388633412
598	0.6386927016
599	0.6383449841
600	0.6382142932
601	0.6381017989
602	0.6379561456
603	0.637747333
604	0.6376551737
605	0.6374058479
606	0.6371079432
607	0.6367890496
608	0.6367350533
609	0.6366468756
610	0.6364214808
611	0.6363467817
612	0.6361410442
613	0.6358970273
614	0.63562958
615	0.6353243833
616	0.6351990134
617	0.6349504418
618	0.6349504094
619	0.6347839036
620	0.6345120313
621	0.6342829983
622	0.6339753808
623	0.6337183552
624	0.6335323822
625	0.6334615464
626	0.6331972698
627	0.633088389
628	0.6330119316
629	0.632821785
630	0.6323742158
631	0.6321972605
632	0.6320463124
633	0.6318751058
634	0.631555267
635	0.6315204432
636	0.6312248797
637	0.6311296872
638	0.6308847642
639	0.630644272
640	0.6304800515
641	0.6302220179
642	0.6300832254
643	0.6299287858
644	0.6296425864
645	0.6293772266
646	0.6289342418
647	0.6288270872
648	0.6284342303
649	0.6281556771
650	0.6280349815
651	0.62788177
652	0.6277219894
653	0.6275981104
654	0.6273120369
655	0.6272165723
656	0.6269428528
657	0.6268662657
658	0.6267540686
659	0.6265564179
660	0.6263965048
661	0.6263071498
662	0.6261267511
663	0.6259864501
664	0.6258673606
665	0.6255942405
666	0.6253731833
667	0.6252988337
668	0.6251530527
669	0.6250175428
670	0.6248415064
671	0.6247183718
672	0.6245223188
673	0.6241609154
674	0.6240490285
675	0.6237826214
676	0.6236186704
677	0.6234682025
678	0.623351535
679	0.6232299708
680	0.6229980464
681	0.622594042
682	0.6224338203
683	0.6222811012
684	0.6221119979
685	0.6218983638
686	0.6216584972
687	0.6213071591
688	0.6211246955
689	0.6208831485
690	0.6206979234
691	0.6205950761
692	0.620293494
693	0.6201836198
694	0.6199694515
695	0.6197957967
696	0.6195172008
697	0.6193260975
698	0.6189781967
699	0.6187477488
700	0.618642163
701	0.6185708795
702	0.6184927177
703	0.6182693928
704	0.618135092
705	0.6179787597
706	0.6178297545
707	0.6177315571
708	0.6174547756
709	0.6173455141
710	0.6171949623
711	0.6168463423
712	0.6166170389
713	0.6165136257
714	0.6162747373
715	0.6158720654
716	0.6157434583
717	0.6157398964
718	0.6154255843
719	0.6152092221
720	0.6151991911
721	0.615042488
722	0.6149443744
723	0.6148801111
724	0.6146676374
725	0.6143433346
726	0.6141699084
727	0.613926329
728	0.613754692
729	0.6135587235
730	0.6135557531
731	0.61336762
732	0.6132323683
733	0.6129057961
734	0.6127103699
735	0.6125811642
736	0.6124373131
737	0.6121843549
738	0.6120611453
739	0.6120591097
740	0.6120587981
741	0.6118013878
742	0.6117065443
743	0.6115778318
744	0.6112828284
745	0.6109729975
746	0.610594298
747	0.6104450977
748	0.6100800544
749	0.6098742525
750	0.6096922444
751	0.6096474129
752	0.6093444135
753	0.609194201
754	0.608966506
755	0.6088775763
756	0.608428003
757	0.6083817956
758	0.6080511778
759	0.6077533489
760	0.607703107
761	0.6075315924
762	0.6073291421
763	0.6071997725
764	0.6071184372
765	0.6070076552
766	0.6068286121
767	0.6066988389
768	0.6065474918
769	0.606383341
770	0.6062576939
771	0.6061735904
772	0.6059992333
773	0.6058047807
774	0.6055386196
775	0.6053399901
776	0.6051956629
777	0.6050198687
778	0.6047538062
779	0.6045911728
780	0.60432128
781	0.6042273102
782	0.6039146118
783	0.6038109648
784	0.6035848466
785	0.6034707365
786	0.6032040785
787	0.6030154714
788	0.602596977
789	0.602432824
790	0.6023819599
791	0.6021578649
792	0.6018919858
793	0.6014708286
794	0.6012788712
795	0.6010957649
796	0.600943864
797	0.6009401235
798	0.6007927275
799	0.6006542758
800	0.6001895361
801	0.6001844353
802	0.5999143994
803	0.5996646758
804	0.599461928
805	0.5993543108
806	0.5990844066
807	0.5990359531
808	0.5987980822
809	0.5986057096
810	0.5983516536
811	0.5981975776
812	0.5979771776
813	0.5977577854
814	0.5974544464
815	0.5973188545
816	0.5970373688
817	0.5965388721
818	0.5964075478
819	0.596273352
820	0.5960471053
821	0.59604068
822	0.5959253423
823	0.5957934828
824	0.5956244058
825	0.5955637982
826	0.595366049
827	0.5951506316
828	0.5950473959
829	0.5947968269
830	0.5946975494
831	0.5943877124
832	0.5940585841
833	0.5938215594
834	0.5935920218
835	0.593397935
836	0.593310642
837	0.5931467224
838	0.5927424776
839	0.5924814133
840	0.592277153
841	0.5919748432
842	0.5917530613
843	0.5915087799
844	0.5914409899
845	0.5912290244
846	0.5908173187
847	0.5907562835
848	0.5906311467
849	0.5901907942
850	0.5901267217
851	0.5900397683
852	0.5900397575
853	0.5897783471
854	0.5895495893
855	0.5894653861
856	0.5894653846
857	0.589365947
858	0.589083046
859	0.5888960349
860	0.5888869346
861	0.5887516026
862	0.5887513188
863	0.5885540414
864	0.5884681343
865	0.5882478894
866	0.5881395642
867	0.5880710719
868	0.5880686066
869	0.5878709964
870	0.587869868
871	0.587497759
872	0.5872340382
873	0.5871579218
874	0.5870737466
875	0.5868564972
876	0.5867399735
877	0.5865235811
878	0.5863890076
879	0.58623712
880	0.5861354806
881	0.585950352
882	0.58585302
883	0.5855604313
884	0.5854480647
885	0.5851193255
886	0.5849083958
887	0.5847160495
888	0.5845262449
889	0.584228601
890	0.5839922515
891	0.5837472254
892	0.5835744183
893	0.5834952085
894	0.5834236597
895	0.5830234772
896	0.582814621
897	0.5826360199
898	0.5826333264
899	0.5823404529
900	0.5822533662
901	0.5821512695
902	0.5820763145
903	0.5818408699
904	0.5817746608
905	0.5816406677
906	0.5813524027
907	0.5812255625
908	0.5811135803
909	0.5808048501
910	0.5804977211
911	0.5804569763
912	0.5802793967
913	0.5802066721
914	0.5800048241
915	0.5798191927
916	0.5796127523
917	0.5794823385
918	0.5792159107
919	0.5788575895
920	0.5785882241
921	0.578349498
922	0.5780386421
923	0.5778230491
924	0.5774776578
925	0.5773918172
926	0.5770851382
927	0.5767957642
928	0.5766534429
929	0.5764978914
930	0.5761383135
931	0.5760430709
932	0.57573565
933	0.575618794
934	0.5753442759
935	0.5752652384
936	0.5752207924
937	0.5748815196
938	0.5746293571
939	0.5741816076
940	0.5740099606
941	0.5739235112
942	0.5738224002
943	0.5733913982
944	0.573133753
945	0.5729220024
946	0.5726689299
947	0.5725767085
948	0.5723684673
949	0.5721167428
950	0.5719595949
951	0.5716104292
952	0.5713722386
953	0.5712593035
954	0.5710605522
955	0.5709099112
956	0.5705268967
957	0.5704118778
958	0.5701194378
959	0.5698064146
960	0.5695689427
961	0.5694348232
962	0.5693302111
963	0.5692079203
964	0.5689653729
965	0.5686998052
966	0.5684428417
967	0.5683235038
968	0.568127722
969	0.5679287749
970	0.5676258027
971	0.5673554354
972	0.5672622358
973	0.5670149987
974	0.5665524334
975	0.5663893357
976	0.5661578669
977	0.5659193891
978	0.5656125493
979	0.565517142
980	0.5652629474
981	0.5648624848
982	0.5646053874
983	0.5645291864
984	0.5643804561
985	0.5642456944
986	0.5640537855
987	0.5638726674
988	0.5636849195
989	0.563376278
990	0.563245912
991	0.5629303341
992	0.5628151219
993	0.5626664189
994	0.5623473549
995	0.5619109988
996	0.5617410982
997	0.5616370841
998	0.5613801135
999	0.5610143843
1000	0.5608749932
1001	0.5606509437
1002	0.5604422494
1003	0.5602485378
1004	0.5600576369
1005	0.559863361
1006	0.5596668281
1007	0.5593344883
1008	0.5592320951
1009	0.5588281489
1010	0.5585848526
1011	0.5583193488
1012	0.5581128503
1013	0.5578341198
1014	0.5576035117
1015	0.5573779711
1016	0.5571650802
1017	0.5568928319
1018	0.5567556613
1019	0.5565439103
1020	0.5562512994
1021	0.5559592434
1022	0.5556320819
1023	0.5554312455
1024	0.5552910988
1025	0.5550646291
1026	0.5547525659
1027	0.5544990785
1028	0.5542663979
1029	0.5540129916
1030	0.5536919328
1031	0.5535383569
1032	0.5531686967
1033	0.5529419717
1034	0.5527271384
1035	0.552471094
1036	0.5522785866
1037	0.5520296768
1038	0.5519381814
1039	0.5517465141
1040	0.5516560053
1041	0.5516537527
1042	0.5515614777
1043	0.5513551464
1044	0.5512116086
1045	0.5509880113
1046	0.5508578445
1047	0.5506178322
1048	0.5503348461
1049	0.5501734193
1050	0.5501361255
1051	0.5499704066
1052	0.5498503927
1053	0.5496017636
1054	0.5493679696
1055	0.5490728832
1056	0.5487943808
1057	0.5486393927
1058	0.5483697679
1059	0.5480863448
1060	0.5479419404
1061	0.5477543643
1062	0.5475846111
1063	0.5474839359
1064	0.5473327827
1065	0.5470853133
1066	0.5469045184
1067	0.546564224
1068	0.5463430844
1069	0.5461330762
1070	0.5459727516
1071	0.5458057356
1072	0.5454590237
1073	0.5453381956
1074	0.5451905917
1075	0.5449621168
1076	0.5446477064
1077	0.5444486267
1078	0.5442532375
1079	0.5441302007
1080	0.5440799886
1081	0.5436823264
1082	0.5434549389
1083	0.5432811758
1084	0.5430578857
1085	0.5427853753
1086	0.5426865368
1087	0.5426209979
1088	0.542462842
1089	0.5421730237
1090	0.5419632309
1091	0.5415931135
1092	0.5414867349
1093	0.5413705852
1094	0.5412602189
1095	0.5408547442
1096	0.540451529
1097	0.5402455051
1098	0.5401337453
1099	0.5400013031
1100	0.5398095849
1101	0.5395507793
1102	0.5394099223
1103	0.5392323396
1104	0.5391182396
1105	0.5388976021
1106	0.5386002714
1107	0.5383261843
1108	0.5381589111
1109	0.5379762675
1110	0.5376125733
1111	0.5372442953
1112	0.5370132026
1113	0.536830423
1114	0.536529777
1115	0.5363086607
1116	0.5361641827
1117	0.5359066141
1118	0.5355763222
1119	0.5353998112
1120	0.5351102979
1121	0.5348750348
1122	0.5346048338
1123	0.5343414607
1124	0.5342277757
1125	0.5340959396
1126	0.5337210219
1127	0.5335022022
1128	0.53311309
1129	0.5326395805
1130	0.5324099597
1131	0.5321545501
1132	0.5319843772
1133	0.531815151
1134	0.5317073434
1135	0.5315161516
1136	0.5313979723
1137	0.5311919857
1138	0.5309691288
1139	0.5308755607
1140	0.53078018
1141	0.5304579032
1142	0.5302425617
1143	0.5300846224
1144	0.5298126692
1145	0.5296875856
1146	0.5294422589
1147	0.5290820998
1148	0.5288374388
1149	0.5286848982
1150	0.5283998003
1151	0.5281199669
1152	0.528049206
1153	0.5276754222
1154	0.527465541
1155	0.5273532586
1156	0.527160772
1157	0.5269569674
1158	0.5267463488
1159	0.526433201
1160	0.5262027074
1161	0.5259263482
1162	0.5257249586
1163	0.5254571026
1164	0.5252587367
1165	0.525152997
1166	0.5248221991
1167	0.5245020726
1168	0.5241075396
1169	0.523951843
1170	0.5237327297
1171	0.5234314868
1172	0.5232329552
1173	0.5231058363
1174	0.5229056603
1175	0.5226590597
1176	0.5224069634
1177	0.5223382193
1178	0.5220895532
1179	0.5217470219
1180	0.5214191035
1181	0.5212557046
1182	0.5209549971
1183	0.5207875088
1184	0.5204959749
1185	0.5203497111
1186	0.520135414
1187	0.5199455926
1188	0.5198609302
1189	0.5195009586
1190	0.5191979154
1191	0.5190144895
1192	0.518895128
1193	0.5188255633
1194	0.5187171831
1195	0.5185893007
1196	0.5183121079
1197	0.5181985075
1198	0.5179929638
1199	0.5177603719
1200	0.5174055767
1201	0.5171440757
1202	0.516775978
1203	0.51658118
1204	0.5164721277
1205	0.5163104258
1206	0.5160124714
1207	0.5158726803
1208	0.5155300551
1209	0.515194222
1210	0.5149419688
1211	0.5147873102
1212	0.5145342326
1213	0.5144630085
1214	0.5141712502
1215	0.5140499608
1216	0.5138196673
1217	0.5136864328
1218	0.5134196069
1219	0.5132258879
1220	0.5129894114
1221	0.5128063825
1222	0.5124909026
1223	0.5122874883
1224	0.5119479435
1225	0.511761945
1226	0.5115963171
1227	0.5114199887
1228	0.5112870733
1229	0.5111557238
1230	0.5108735353
1231	0.5108523147
1232	0.5106970219
1233	0.5105402637
1234	0.5104209923
1235	0.5102152144
1236	0.5099553975
1237	0.5098601518
1238	0.5095403545
1239	0.5092518621
1240	0.509160688
1241	0.5089612917
1242	0.5086146147
1243	0.5084237287
1244	0.508072415
1245	0.5079925766
1246	0.5076838141
1247	0.5074337768
1248	0.5070660253
1249	0.5068337577
1250	0.5065034377
1251	0.5061944802
1252	0.5058756781
1253	0.5056824888
1254	0.5055231987
1255	0.5054557668
1256	0.505236254
1257	0.5049228977
1258	0.5047649889
1259	0.5045992347
1260	0.5043815161
1261	0.5042165118
1262	0.5039721399
1263	0.5036974052
1264	0.5033826298
1265	0.50303711
1266	0.5028833552
1267	0.5027829004
1268	0.5026866153
1269	0.5023929118
1270	0.502197707
1271	0.5020068417
1272	0.5018290867
1273	0.5016692342
1274	0.501292307
1275	0.5010912185
1276	0.5008819793
1277	0.5006311977
1278	0.5004883895
1279	0.5002368226
1280	0.4998431167
1281	0.499653441
1282	0.4994454306
1283	0.4991698862
1284	0.4990148212
1285	0.4987769542
1286	0.4984354921
1287	0.4983690195
1288	0.4982857004
1289	0.4980976065
1290	0.4977975127
1291	0.4975167378
1292	0.4972344294
1293	0.4971407863
1294	0.4969344226
1295	0.4967497434
1296	0.4965735671
1297	0.4965142836
1298	0.4964123705
1299	0.4960337002
1300	0.4957191113
1301	0.4954576913
1302	0.495363694
1303	0.495191489
1304	0.4950521862
1305	0.4948532279
1306	0.4945652383
1307	0.4944426746
1308	0.4943181068
1309	0.4941417524
1310	0.4939707172
1311	0.4938665256
1312	0.4937204857
1313	0.4935379991
1314	0.4932482245
1315	0.4930470972
1316	0.4929160515
1317	0.4927653336
1318	0.4926529288
1319	0.49245692
1320	0.4923325589
1321	0.4922224967
1322	0.4920079639
1323	0.4918240677
1324	0.4915289003
1325	0.4913161404
1326	0.4910588851
1327	0.4908456161
1328	0.4904697257
1329	0.4903215784
1330	0.4901633947
1331	0.4899605045
1332	0.4898142839
1333	0.4897200164
1334	0.489467571
1335	0.4892592547
1336	0.4891021559
1337	0.4888918449
1338	0.4887079262
1339	0.4884857543
1340	0.4882743521
1341	0.4881787226
1342	0.4880400813
1343	0.487703454
1344	0.4875129659
1345	0.4873003087
1346	0.4868767731
1347	0.4868243858
1348	0.4866867096
1349	0.4864602792
1350	0.4863381457
1351	0.4860275526
1352	0.485752385
1353	0.4856908656
1354	0.4856107937
1355	0.485296122
1356	0.4850164446
1357	0.484890054
1358	0.4847509785
1359	0.4845817609
1360	0.4843751419
1361	0.4842712697
1362	0.4841933162
1363	0.4839492981
1364	0.4837094303
1365	0.4836408917
1366	0.4832987389
1367	0.4831917552
1368	0.4830358024
1369	0.482901029
1370	0.4826318067
1371	0.4824774595
1372	0.4823567385
1373	0.4822956602
1374	0.4822018409
1375	0.4820433864
1376	0.481908991
1377	0.4818330998
1378	0.4817328784
1379	0.4814170432
1380	0.4811562904
1381	0.4807879692
1382	0.4806143061
1383	0.4803507645
1384	0.4802221072
1385	0.4799988477
1386	0.4799266117
1387	0.4797972424
1388	0.4796061448
1389	0.4794485275
1390	0.4792134497
1391	0.479133364
1392	0.4790465238
1393	0.4789242474
1394	0.4788106875
1395	0.4787202412
1396	0.4784840145
1397	0.4784085874
1398	0.4783321166
1399	0.4781455368
1400	0.4778651765
1401	0.4776394448
1402	0.4775593512
1403	0.4774402853
1404	0.4771342577
1405	0.4769971664
1406	0.4766840949
1407	0.47647489
1408	0.476410035
1409	0.4762198686
1410	0.4760799215
1411	0.4758908254
1412	0.4754993995
1413	0.475351217
1414	0.4752337489
1415	0.4749408975
1416	0.4747690551
1417	0.4744651427
1418	0.4743201529
1419	0.4742407682
1420	0.4741253879
1421	0.4739317519
1422	0.4738821201
1423	0.4737071996
1424	0.4734892122
1425	0.4733970499
1426	0.4731349995
1427	0.4730287338
1428	0.4728916207
1429	0.4726870606
1430	0.4725678618
1431	0.4723626364
1432	0.4722237114
1433	0.4719572383
1434	0.4717341066
1435	0.4714657818
1436	0.471243592
1437	0.4710018606
1438	0.4708372423
1439	0.4704651213
1440	0.4701796231
1441	0.4700688678
1442	0.469797528
1443	0.46975978
1444	0.4694023268
1445	0.4693042554
1446	0.4691418522
1447	0.4688876949
1448	0.4687184228
1449	0.4686758386
1450	0.468316365
1451	0.4681678881
1452	0.4679310553
1453	0.4677141104
1454	0.4675251503
1455	0.4673714892
1456	0.4672213528
1457	0.4670672484
1458	0.4669891901
1459	0.4668370879
1460	0.4666307032
1461	0.4664464492
1462	0.4661757904
1463	0.4659886292
1464	0.4658628697
1465	0.4655876304
1466	0.4653153398
1467	0.4650285398
1468	0.4649032101
1469	0.4648223065
1470	0.4646407528
1471	0.4643898036
1472	0.4642751295
1473	0.4640030543
1474	0.4639266439
1475	0.4636750779
1476	0.4635431162
1477	0.4632844316
1478	0.4629758403
1479	0.4627608487
1480	0.462532159
1481	0.4624453121
1482	0.4622969564
1483	0.4619875512
1484	0.4618715042
1485	0.4616393995
1486	0.4614084007
1487	0.4610584202
1488	0.4608232325
1489	0.460761669
1490	0.4606589018
1491	0.4604106799
1492	0.4601731687
1493	0.4601049195
1494	0.4600193096
1495	0.4597787474
1496	0.4595191541
1497	0.459362321
1498	0.4592316796
1499	0.4591336065
1500	0.4590127569
1501	0.4588183986
1502	0.4586262107
1503	0.4583962009
1504	0.4580888776
1505	0.4579802941
1506	0.4579176608
1507	0.4576277787
1508	0.4573913632
1509	0.4571867987
1510	0.4569867552
1511	0.4568310847
1512	0.4566936487
1513	0.4564860898
1514	0.4563497286
